axe,Mois,Année,Service,gare de départ,gare d'arrivée,Durée moyenne prévue du trajet (min),Nbre de circulations programmées sur la relation considérée dans le mois ,Nbre de circulations assurées sur la relation considérée dans le mois,Nbre de trains annulés au cours du mois,% mensuel de trains annulés,Commentaire trains annulés,Nbre total de trains en retard au départ pour le mois,% mensuel de trains en retard au départ,Retard moyen mensuel des trains au départ (min),% moyen de retard au départ des trains sur les 6 derniers mois,Retard moyen des trains au départ sur les 6 derniers mois (min),% moyen de retard au départ des trains sur les 12 derniers mois,Retard moyen des trains au départ sur les 12 derniers mois (min),Commentaire trais en retard au départ,Nbre total de trains en retard à l'arrivée,% mensuel de trains en retard à l'arrivée,Retard moyen mensuel des trains à l'arrivée (min),% moyen de trains en retard à l'arrivée sur les 6 derniers mois,Retard moyen des trains à l'arrivée sur les 6 derniers mois (min),% moyen de trains en retard à l'arrivée sur les 12 derniers mois,Retard moyen des trains à l'arrivée sur les 12 derniers mois (min),Commentaire trains en retard à l'arrivée,Retard moyen mensuel des trains au départ p/r à l'ensemble des trains (min),Retard moyen mensuel des trains à l'arrivée p/r à l'ensemble des trains (min),"% trains en retard pour causes externes (météo, obstacles, colis suspects, malveillance, mouvements sociaux, etc.)","% trains en retard à cause infrastructure ferroviaire (maintenance, travaux)","% trains en retard à cause gestion trafic (circulation sur ligne ferroviaire, interactions réseaux)",% trains en retard à cause matériel roulant,% trains en retard à cause gestion en gare et réutilisation de matériel,"% trains en retard à cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Nombre trains en retard > 15min,Retard moyen trains en retard > 15min,Nombre trains en retard > 30min,Nombre trains en retard > 60min
Est,4,2019,TGV,PARIS EST,METZ,86,314,309,5,,,77,,24,,,,,,19,,34,,,,,,6,2,0.06,0.39,0.22,0.28,0.05,0,11,2,7,5
Est,5,2019,TGV,PARIS EST,METZ,86,318,318,0,,,234,,6,,,,,,26,,15,,,,,,4,0,0.18,0.18,0.18,0.27,0.19,0,10,26,3,0
Est,6,2019,TGV,PARIS EST,METZ,86,317,317,0,,,241,,6,,,,,,31,,22,,,,,,4,2,0.17,0.24,0.24,0.17,0.14,0.04,9,54,6,3
Est,7,2019,TGV,PARIS EST,METZ,85,323,323,0,0,,239,,10,,,,,,52,,37,,,,,,8,6,0.24,0.18,0.16,0.26,0.16,0,28,61,16,11
Est,8,2019,TGV,PARIS EST,METZ,85,300,300,0,0,,226,,6,,,,,,26,,21,,,,,,5,1,0.15,0.23,0.12,0.42,0.08,0,12,33,3,2
,9,2018,TGV,PARIS EST,NANCY,95,281,281,0,,,52,,14,,,,,,16,,26,,,,,,2,3,0,0,0.09,0.82,0.09,0,16,3,10,2
,10,2018,TGV,PARIS EST,NANCY,95,279,276,3,,,40,,15,,,,,,16,,24,,,,,,2,2,0.19,0.25,0.19,0.31,0.06,0,15,2,7,3
,11,2018,TGV,PARIS EST,NANCY,95,287,285,2,,,41,,9,,,,,,11,,30,,,,,,1,1,0.1,0.1,0,0.4,0.30000000000000004,0.1,11,1,5,0
,12,2018,TGV,PARIS EST,NANCY,96,293,292,1,,,51,,19,,,,,,23,,36,,,,,,3,5,0.18,0.27,0.14,0.41,0,0,23,5,19,5
,1,2019,TGV,PARIS EST,NANCY,96,301,299,2,,,40,,12,,,,,,26,,30,,,,,,1,5,0.62,0.19,0.12,0.04,0.03,0,26,5,12,3
,2,2019,TGV,PARIS EST,NANCY,96,275,272,3,,,48,,17,,,,,,26,,34,,,,,,3,5,0.21,0.11,0.16,0.47,0.05,0,26,5,11,7
,3,2019,TGV,PARIS EST,NANCY,96,303,296,7,,,45,,22,,,,,,17,,59,,,,,2020-01-03T05:05:00,3,5,0,0.375,0.125,0.5,0,0,17,5,15,6
Est,4,2019,TGV,PARIS EST,NANCY,96,279,278,1,,,77,,14,,,,,,11,,39,,,,,,4,2,0,0.36,0.1,0.45,0.09,0,11,2,8,4
Est,5,2019,TGV,PARIS EST,NANCY,96,292,292,0,,,201,,3,,,,,,6,,25,,,,,,2,0,0.17,0.17,0,0.16,0.5,0,5,27,2,0
Est,6,2019,TGV,PARIS EST,NANCY,97,277,277,0,,,207,,4,,,,,,24,,37,,,,,,3,4,0.22,0.22,0.09,0.35,0.12,0,15,52,10,4
Est,7,2019,TGV,PARIS EST,NANCY,96,300,300,0,0,,240,,5,,,,,,29,,52,,,,,2019-11-01T21:13:52,4,5,0.41,0.21,0.17,0.07,0.14,0,23,63,18,6
Est,8,2019,TGV,PARIS EST,NANCY,96,284,284,0,0,,215,,2,,,,,,10,,37,,,,,,1,1,0.30000000000000004,0,0.2,0.30000000000000004,0.2,0,10,48,7,2
,9,2018,TGV,PARIS EST,REIMS,46,206,205,1,,,34,,7,,,,,,27,,12,,,,,"01-sept : 2726→Raté ouverture PN à Amagne (18’) + 2720→ LTV 40 Amagne (20’)
02-sept : LTV Amagne→ 2754 (16’) et 2720 (6’)
03-sept : 2760→ Attente correspondance à Reims (10’) + 2714→ LTV Amagne (7’)
04-sept : 2714→ LTV Amagne (13’)
05-sept : LTV Amagne→ 2714 (16’) et 2722 (10’)
06-sept : LTV Amagne→ 2714 (17’) et 2722 (6’) + Attente correspondance à Reims (6‘) + Dérangement Galite→ 2760 (6’)
07-sept : 2714→ Travaux restitution tardive Amagne (10’) + LTV Amagne (14’) + Pb Galite (7’)
08-sept : 2720→ LTV Amagne (8’)
09-sept : LTV Amagne→ 2720 (10’) + 2754 (15’) + Non-respect marche tracée à Pantin→ 2762 (15’)
10-sept : LTV Amagne→ 2722 (17’) et 2714 (17’)
11-sept : LTV Amagne→ 2714 (18’), 2760 (6’), 2722 (10’) + Retard sur un autre réseau→2712 (13‘)
12-sept : 2738→ Fuite d’air et pb essai (10’) + LTV Amagne → 2714(21’) + 2722 (6’)
13-sept : LTV Amagne→ 2714(15’) et 2722 (17’) + Attente correspondance à Reims→ 2760 (11’)
14-sept : LTV Amagne → 2714 (23’) + Animaux sur les voies à Launois→ 2722 (6’)
15-sept : Dérangement installation à Rethel→ 2720 (44’) + LTV Amagne → 2726 (17’)
16-sept : LTV Amagne→ 2754 (8’), 2720 (10’), 2766 (10’)
17-sept : LTV Amagne→ 2722 (13’) et 2714 (13’) + Essais conducteur → 2760 (15’)
18-sept : DBC à Villers Agron→ 2714 (24’) et 2712 (27’)
21-sept : 2762→ Arrêt prolongé à Maison Blanche (10’)
22-sept : LTV Amagne → 2720 (7‘)
24-sept : LTV Amagne→ 2714 (25‘) et 2722 (6‘) + Malaise voyageur→ 2722 (14’)
25-sept : Demande de secours en gare de Reims→ 2714 (30’)
28-sept : Alarme porte ouverte à Vaires→ 2762 (23‘)",1,2,0.16,0.05,0.21,0.47,0.11,0,6,2,1,0
,10,2018,TGV,PARIS EST,REIMS,46,204,201,3,,,31,,13,,,,,,25,,22,,,,,,2,3,0.23,0.14,0.14,0.32,0.13,0.04,8,3,5,2
,11,2018,TGV,PARIS EST,REIMS,46,211,208,3,,,29,,13,,,,,,24,,18,,,,,,2,3,0.36,0.05,0.14,0.36,0.09,0,10,3,5,0
,12,2018,TGV,PARIS EST,REIMS,46,211,210,1,,,37,,19,,,,,,30,,30,,,,,,3,5,0.21,0.21,0.21,0.29,0.08,0,17,5,8,4
,1,2019,TGV,PARIS EST,REIMS,46,216,216,0,,,21,,10,,,,,,37,,16,,,,,,1,3,0.62,0.05,0.15,0.18,0,0,12,3,5,0
,2,2019,TGV,PARIS EST,REIMS,46,199,194,5,,,22,,19,,,,,,26,,27,,,,,,2,4,0.13,0.13,0.35,0.30000000000000004,0.09,0,12,4,9,4
,3,2019,TGV,PARIS EST,REIMS,46,215,213,2,,,29,,18,,,,,,25,,27,,,,,,2,4,0.091,0.273,0.136,0.273,0.182,0.045,12,4,6,4
Est,4,2019,TGV,PARIS EST,REIMS,46,203,200,3,,,45,,8,,,,,,16,,24,,,,,,2,2,0.09,0.23,0.38,0.15,0.15,0,8,2,3,2
Est,5,2019,TGV,PARIS EST,REIMS,46,212,210,2,,,162,,5,,,,,,14,,12,,,,,,4,1,0.31,0.08,0.15,0.07,0.39,0,2,22,0,0
Est,6,2019,TGV,PARIS EST,REIMS,46,213,209,4,,,177,,6,,,,,,33,,26,,,,,,5,5,0.21,0.24,0.14,0.17,0.17,0.07,11,61,6,5
Est,7,2019,TGV,PARIS EST,REIMS,46,222,216,6,0,,190,,5,,,,,,36,,29,,,,,,4,5,0.32,0.14,0.18,0.24,0.12,0,18,48,11,5
Est,8,2019,TGV,PARIS EST,REIMS,46,207,207,0,0,,170,,2,,,,,,15,,13,,,,,,1,1,0.08,0.36,0.21,0.21,0.07,0.07,3,27,1,0
,9,2018,TGV,PARIS EST,STRASBOURG,113,474,467,7,,,75,,12,,,,,,37,,28,,,,,,2,2,0.22,0.14,0.04,0.6000000000000001,0,0,30,2,10,2
,10,2018,TGV,PARIS EST,STRASBOURG,113,451,447,4,,,63,,13,,,,,,27,,33,,,,,,2,2,0.19,0.19,0.04,0.46,0.12,0,22,2,8,4
,11,2018,TGV,PARIS EST,STRASBOURG,114,467,462,5,,,66,,10,,,,,,26,,42,,,,,"01/11: 2443→ Heurt troupeau de moutons (6’)
05/11: 2407→ Csq sortie tardive TEE (10‘)
14/11: 2363→ Attente ADC (8‘) + 2407→ Bloc moteur isolé à Meuse TGV (6’)
15/11: 2408→ Dépannage à Gagny pour non desserrage d'un bogie (11‘)
16/11: 2465→ Sortie tardive TEE (14’)
17/11: 2377→ Intervention police et Suge (16’)
19/11: 2443→ Pb matériel après départ de PE (43’) et Absence de tension d’alimentation sur la zone CHL→ 2457 (8’) + 2371 (30’) + 2443 (13’)
22/11: 2371→Descente tardive TEE (38’) + 2465→Csq problème caténaire (33’) + 2443→Attente agent de départ (12’)
29/11: 2371→ Heurt d’un chevreuil (23‘)
30/11: 2459→ Descente tardive TEE (10’)",1,2,0.27,0.19,0.19,0.27,0.08,0,20,2,14,3
,12,2018,TGV,PARIS EST,STRASBOURG,115,532,521,11,,,95,,20,,,,,,79,,45,,,,,"01/12 : 2377→ Descente tardive TEE (14’)
02/12 : 2371→ Pb fermeture des portes (53‘)
03/12 : 2877→ Rame 138H HS emmarchement (14’)
04/12 : 2465→ Heurt Animal (33’) + 2377→ Incendie tunnel de Saverne (35‘)
05/12 : 2443→  Arrêt exceptionnel à Lorraine TGV (41‘)
07/12 : Franchissement signal fermé à CGV →2465 (21‘) + 2377 (21’)  + Absence de tension à CGV→2465 (73‘), 2443 (31‘), 2471 (103‘), 2377 (123’) et 2459 (84‘) + Dérangement installation de signalisation→ 2407 (103’)
08/12 : 2443→ Sortie tardive TEE (16‘)  +  incident caténaire à Ocquerre (10’)
09/12 : Sortie tardive TEE → 2443 (24‘)  + 2371 (68’) 
10/12 : 2377→ Dérangement installation de signalisation (17’) + 2421→ Sortie tardive TEE (13’) + 2407 → Attente prise en charge pompier (26’)
12/12 : 2377→ Malaise voyageur sur le quai (24’) + 2369→ Attente Fahrplan à SG (15‘) + 2421→ Sortie tardive TEE (10‘)
13/12 : 2407→ Répétition signaux fermé en cabine (10‘)
14/12 : 2407→ Rétention avitaillement puis signal d'alarme (26‘)
16/12 : 2465 →Personne sur les voies aux abords de Dombasle (24‘) + 2407→ Sortie tardive TEE (29‘)
17/12 : 2465 → Reprise de voie (29‘) + 2409→ Pb de tension (31‘) 
18/12 : Intervalle en non libération → 2407 (21’), 2409 (18’) et 2404 (31’) 
21/12 : 2431→ Descente tardive TEE (50‘) +  2404→Travaux restitution tardive (10‘)
22/12 : 2377 → Descente tardive TEE (31‘)
27/12 : 2377→ Csq frein serré sur 7682 (98‘) + Alerte à la bombe, colis suspect → 2443 (169‘) et 2377 (14‘)
30/12: 2421 → Pb de sonorisation de la rame  (17’)
31/12 : 2407 →Voie en non libération (12’)",4,7,0.27,0.26,0.1,0.31,0.05,0.01,64,7,40,16
,1,2019,TGV,PARIS EST,STRASBOURG,117,572,554,18,,,98,,12,,,,,,97,,36,,,,,,2,7,0.66,0.09,0.06,0.13,0.03,0.03,84,7,47,10
,2,2019,TGV,PARIS EST,STRASBOURG,119,510,493,17,,,101,,17,,,,,,53,,41,,,,,"Descentes tardives TEE pour 3 TGV  et23 min de retard en moyenne. Choc anormal le 27/02 à Vaires, 2 TGV impactés pour 32 min de retard en moyenne. Dérangements d’installations (décontrôle aiguille, panne d’alimentation, câble défectueux), 7 TGV impactés pour 10 min en moyenne.
Avarie rame 4515 le 21, demande de secours ,4 TGV impactés pour 52 min de retard moyen.
Soin matériel roulant (BM isolé, bogie isolé), 5 TGV impactés pour un retard moyen de  14 min.",3,4,0.17,0.17,0.36,0.23,0.07,0,43,4,19,11
,3,2019,TGV,PARIS EST,STRASBOURG,117,549,540,9,,,100,,19,,,,,,48,,50,,,,,"Plusieurs attentes matériel : 7 descentes tardives du  TEE, échange loc à quai, réutilisation matériel (23’ de retard moyen)
Dérangements installation : intervalle en non libération, décontrôle aiguille et csq alarme SEI30 du 9896 suite à choc anormal (11’ en moyenne de retard pour 4 TGV)
Incidents caténaires : pantographe du 5140 pris dans la caténaire (7 TGV retardés pour 89’ en moyenne)
Présence de personne dans les voies : 2 TGV pour 15’ de retard moyen ",3,4,0.06,0.42,0.02,0.34,0.14,0.02,36,4,23,14
Est,4,2019,TGV,PARIS EST,STRASBOURG,115,529,518,11,,,103,,11,,,,,,34,,37,,,,,,2,3,0.16,0.28,0.22,0.28,0.03,0.03,28,3,13,4
Est,5,2019,TGV,PARIS EST,STRASBOURG,116,525,525,0,,,348,,5,,,,,,35,,25,,,,,,3,2,0.12,0.18,0.24,0.35,0.11,0,23,31,7,3
Est,6,2019,TGV,PARIS EST,STRASBOURG,117,501,501,0,,,377,,5,,,,,,41,,36,,,,,,4,3,0.18,0.15,0.1,0.28,0.26,0.03,29,46,15,7
Est,7,2019,TGV,PARIS EST,STRASBOURG,117,557,557,0,0,,414,,8,,,,,,59,,49,,,,,"Impact de l‘accident de personne à CGV le 12/07 : 3 trains touchés avec un retard moyen de 108 minutes 
Plusieurs dérangements d’installations : Fermeture intempestive du signal à le Raincy le 18 à 2377 retardé de 16’ + zone 2373 en non libération le 19 à2409 retardé de 18’ + csq C2901 en fermeture intempestive le 19 à 2443 impacté de 60’
Csq soin matériel roulant : pb identification du cab sur 2757 le 07 à 2465 retardé de 11’  + Attente documents ADC suite à un moteur isolé à 2369 le 18 retardé de 18’
Bagage abandonné voiture 6 dans 2409 à PE : 40 minutes de retard
Attente matériel à PE les 04 suite réutilisation de la rame du 2580 à 2465 retardé de 11 minutes
Attente procédure départ à PE le 02 sur 2465 suite départ feu blanc (11’)
Rétention du 2409 suite pb pantographe sur 9558 le 12 (26 minutes de retard)
Rétention du 2443 suite arbres sur les voies le 30 (15 minutes)",6,6,0.4,0.12,0.1,0.26,0.12,0,47,58,31,13
Est,8,2019,TGV,PARIS EST,STRASBOURG,116,529,514,15,0,,372,,5,,,,,,20,,29,,,,,,4,1,0.1,0.45,0.15,0.25,0.05,0,18,36,5,2
,9,2018,TGV,PARIS-LYON,AIX EN PROVENCE TGV,183,440,437,3,,,74,,15,,,,,,58,,41,,,,,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel",2,7,0.21,0.26,0.14,0.36,0,0.03,54,7,34,8
,10,2018,TGV,PARIS-LYON,AIX EN PROVENCE TGV,183,414,413,1,,,58,,20,,,,,,64,,42,,,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1, une alerte vent violent à lapalud",3,8,0.23,0.27,0.08,0.36,0.06,0,64,8,31,14
,11,2018,TGV,PARIS-LYON,AIX EN PROVENCE TGV,182,437,433,4,,,66,,18,,,,,,62,,39,,,,,,2,7,0.23,0.18,0.21,0.37,0.01,0,59,7,31,11
,12,2018,TGV,PARIS-LYON,AIX EN PROVENCE TGV,187,412,408,4,,,67,,13,,,,,,37,,40,,,,,Heurts d'animaux et Manifestations,2,3,0.49,0,0.11,0.32,0.08,0,36,3,20,8
,1,2019,TGV,PARIS-LYON,AIX EN PROVENCE TGV,189,391,389,2,,,53,,18,,,,,,50,,42,,,,,Neiges et Inondation tunnel Marseille,2,6,0.44,0.07,0.2,0.22,0.07,0,48,6,28,9
,2,2019,TGV,PARIS-LYON,AIX EN PROVENCE TGV,189,366,363,3,,,40,,36,,,,,,28,,92,,,,,Accidents de personne,4,8,0.15,0.37,0.19,0.26,0,0.03,25,8,19,11
,3,2019,TGV,PARIS-LYON,AIX EN PROVENCE TGV,189,403,403,0,,,28,,10,,,,,,14,,30,,,,,,0,2,0.167,0.167,0.333,0.333,0,0,13,2,5,1
Sud-Est,4,2019,TGV,PARIS-LYON,AIX EN PROVENCE TGV,183,383,383,0,,,21,,11,,,,,,26,,31,,,,,,0,3,0.21,0.16,0.21,0.26,0.11,0.05,25,3,10,2
Sud-Est,5,2019,TGV,PARIS-LYON,AIX EN PROVENCE TGV,183,403,403,0,,,93,,5,,,,,,32,,47,,,,,Heurt de personnes à Vianges. Heurt animal Cuy. heurt chevreuil Lacour d'arcenay. dérangement Yerres. disjonction cluny. Fort impact sur LN1 tronçon central,1,5,0.39,0.16,0.19,0.23,0.03,0,30,50,16,7
Sud-Est,6,2019,TGV,PARIS-LYON,AIX EN PROVENCE TGV,185,399,399,0,,,120,,9,,,,,,41,,40,,,,,,2,5,0.27,0.37,0.15,0.15,0.06,0,41,40,20,7
Sud-Est,7,2019,TGV,PARIS-LYON,AIX EN PROVENCE TGV,189,403,403,0,0,,152,,7,,,,,,40,,42,,,,,"Le 07 Juillet  cette journée est marquée par le décontrôle d’aiguille sur LN 1 vers Le Creusot TGV
Le 09 Juillet un dérangement de commutateur à Pasilly affecte 46 TGV .
Le 23 Juillet  c’est un incendie aux abord des voies vers Cavaillon et 2 décontroles d’aiguille à Pasilly suite à un défaut de graissage qui nous font chuter notre régularité",2,5,0.30000000000000004,0.22,0.17,0.28,0.03,0,40,42,23,7
Sud-Est,8,2019,TGV,PARIS-LYON,AIX EN PROVENCE TGV,189,395,395,0,0,,116,,9,,,,,,35,,40,,,,,,2,5,0.15,0.30000000000000004,0.12,0.33,0.1,0,35,40,19,5
,9,2018,TGV,PARIS-LYON,ANNECY,228,190,188,2,,,37,,21,,,,,,32,,35,,,,,,4,9,0.06,0.25,0.13,0.5,0.03,0.03,32,9,13,2
,10,2018,TGV,PARIS-LYON,ANNECY,225,186,186,0,,,44,,12,,,,,,30,,38,,,,,,3,9,0.31,0.14,0.45,0.07,0.03,0,30,9,14,4
,11,2018,TGV,PARIS-LYON,ANNECY,225,193,191,2,,,30,,11,,,,,,29,,35,,,,,,1,8,0.17,0.17,0.35,0.28,0.03,0,29,8,12,3
,12,2018,TGV,PARIS-LYON,ANNECY,224,172,171,1,,,26,,10,,,,,,16,,34,,,,,,1,6,0.25,0.13,0.31,0.31,0,0,16,6,7,2
,1,2019,TGV,PARIS-LYON,ANNECY,224,168,168,0,,,22,,11,,,,,,20,,30,,,,,,1,6,0.30000000000000004,0.05,0.35,0.2,0.1,0,20,6,9,0
,2,2019,TGV,PARIS-LYON,ANNECY,225,155,152,3,,,18,,18,,,,,,16,,42,,,,,Accidents de personne,2,7,0.33,0.27,0.13,0.13,0.07,0.07,16,7,7,4
,3,2019,TGV,PARIS-LYON,ANNECY,224,170,168,2,,,18,,16,,,,,,22,,46,,,,,"Incendie motrice à cluny, chute d'arbre vers Vaumort",1,8,0.19,0.33,0.14,0.34,0,0,22,8,12,6
Sud-Est,4,2019,TGV,PARIS-LYON,ANNECY,223,140,138,2,,,9,,23,,,,,,9,,36,,,,,,1,5,0,0.5,0.12,0.38,0,0,9,5,6,1
Sud-Est,5,2019,TGV,PARIS-LYON,ANNECY,225,146,146,0,,,48,,5,,,,,,15,,42,,,,,Heurt de personnes à Vianges. Heurt animal Cuy. heurt chevreuil Lacour d'arcenay. dérangement Yerres. disjonction cluny. Fort impact sur LN1 tronçon central,1,6,0.2,0.27,0.33,0.2,0,0,15,42,9,2
Sud-Est,6,2019,TGV,PARIS-LYON,ANNECY,224,147,147,0,,,42,,8,,,,,,13,,44,,,,,Heurt d'une personne à Paris Bercy. limitation vitesse 6909 sur LN1. dérangement vers Montanay accès LN1. heurt de personne à Maisons Alfort. Dérangement d'installation vers Macon,2,6,0.15,0.31,0.15,0.31,0.08,0,13,44,5,5
Sud-Est,7,2019,TGV,PARIS-LYON,ANNECY,223,131,131,0,0,,46,,14,,,,,,19,,41,,,,,"Le 02 Juillet  ce sont  les conséquences des intempéries de fin de soirée de la veille en région AURA avec fermetures de ligne SAG Chambéry, SAG Moirans, Annecy Aix et Grenoble Chambéry qui impacte fortement notre régularité.   ",5,8,0.11,0.17,0.22,0.39,0.11,0,19,41,11,3
Sud-Est,8,2019,TGV,PARIS-LYON,ANNECY,222,125,125,0,0,,31,,3,,,,,,6,,44,,,,,,0,4,0.17,0.17,0.17,0.32,0.17,0,6,44,3,1
,9,2018,TGV,PARIS-LYON,AVIGNON TGV,161,496,493,3,,,79,,14,,,,,,65,,36,,,,,,2,5,0.19,0.19,0.15,0.45,0,0.02,51,5,30,8
,10,2018,TGV,PARIS-LYON,AVIGNON TGV,161,458,456,2,,,70,,20,,,,,,88,,35,,,,,,3,7,0.2,0.23,0.13,0.4,0.03,0.01,67,7,31,12
,11,2018,TGV,PARIS-LYON,AVIGNON TGV,161,482,480,2,,,69,,17,,,,,,79,,35,,,,,,2,7,0.21,0.21,0.22,0.33,0.03,0,61,7,36,13
,12,2018,TGV,PARIS-LYON,AVIGNON TGV,161,453,450,3,,,71,,12,,,,,,61,,28,,,,,,2,4,0.27,0.02,0.27,0.35,0.07,0.02,38,4,18,6
,1,2019,TGV,PARIS-LYON,AVIGNON TGV,161,422,419,3,,,56,,19,,,,,,66,,32,,,,,,2,6,0.39,0.08,0.2,0.25,0.05,0.03,50,6,27,7
,2,2019,TGV,PARIS-LYON,AVIGNON TGV,161,394,393,1,,,41,,38,,,,,,42,,69,,,,,Accidents de personne,4,8,0.07,0.33,0.21,0.24,0.08,0.07,25,8,17,10
,3,2019,TGV,PARIS-LYON,AVIGNON TGV,161,438,438,0,,,31,,10,,,,,,30,,25,,,,,,0,2,0.13,0.13,0.4,0.23,0.11,0,20,2,5,4
Sud-Est,4,2019,TGV,PARIS-LYON,AVIGNON TGV,161,424,424,0,,,26,,11,,,,,,38,,25,,,,,,0,3,0.15,0.15,0.39,0.18,0.09,0.04,26,3,8,1
Sud-Est,5,2019,TGV,PARIS-LYON,AVIGNON TGV,161,455,455,0,,,114,,6,,,,,,43,,37,,,,,,1,4,0.24,0.12,0.29,0.31,0.02,0.02,32,46,17,8
Sud-Est,6,2019,TGV,PARIS-LYON,AVIGNON TGV,161,449,449,0,,,147,,13,,,,,,64,,27,,,,,,4,4,0.14,0.25,0.38,0.16,0.07,0,39,37,17,5
Sud-Est,7,2019,TGV,PARIS-LYON,AVIGNON TGV,161,519,519,0,0,,188,,7,,,,,,66,,25,,,,,,2,4,0.15,0.17,0.38,0.2,0.08,0.02,38,34,19,2
Sud-Est,8,2019,TGV,PARIS-LYON,AVIGNON TGV,161,519,519,0,0,,152,,7,,,,,,62,,29,,,,,,2,4,0.07,0.18,0.35,0.30000000000000004,0.08,0.02,41,37,19,4
,9,2018,TGV,PARIS-LYON,BELLEGARDE (AIN),161,209,209,0,,,46,,15,,,,,,37,,34,,,,,,3,8,0.14,0.14,0.28,0.42,0.02,0,23,8,12,2
,10,2018,TGV,PARIS-LYON,BELLEGARDE (AIN),160,202,202,0,,,25,,9,,,,,,34,,24,,,,,,1,6,0.15,0.35,0.32,0.12,0.03,0.03,24,6,9,2
,11,2018,TGV,PARIS-LYON,BELLEGARDE (AIN),161,201,198,3,,,31,,18,,,,,,38,,34,,,,,,3,9,0.19,0.11,0.35,0.32,0.03,0,27,9,12,5
,12,2018,TGV,PARIS-LYON,BELLEGARDE (AIN),162,227,225,2,,,47,,17,,,,,,52,,28,,,,,,3,8,0.17,0.11,0.39,0.33,0,0,33,8,14,5
,1,2019,TGV,PARIS-LYON,BELLEGARDE (AIN),163,239,239,0,,,42,,12,,,,,,47,,26,,,,,,2,7,0.32,0.13,0.28,0.21,0.06,0,31,7,13,3
,2,2019,TGV,PARIS-LYON,BELLEGARDE (AIN),163,204,204,0,,,26,,22,,,,,,26,,52,,,,,"Pointe neige fort trafic dans les Alpes, accident de personne",3,9,0,0.5,0.25,0.17,0.08,0,20,9,10,8
,3,2019,TGV,PARIS-LYON,BELLEGARDE (AIN),164,241,241,0,,,28,,12,,,,,,41,,22,,,,,,1,6,0.275,0.275,0.30000000000000004,0.125,0.025,0,28,6,10,1
Sud-Est,4,2019,TGV,PARIS-LYON,BELLEGARDE (AIN),163,202,201,1,,,23,,9,,,,,,16,,18,,,,,,1,4,0,0.07,0.6000000000000001,0.13,0.2,0,6,4,2,0
Sud-Est,5,2019,TGV,PARIS-LYON,BELLEGARDE (AIN),163,212,212,0,,,56,,5,,,,,,36,,24,,,,,,1,6,0.39,0.33,0.15,0.06,0.07,0,23,32,8,1
Sud-Est,6,2019,TGV,PARIS-LYON,BELLEGARDE (AIN),165,204,204,0,,,67,,7,,,,,,34,,30,,,,,,2,6,0.21,0.32,0.29,0.09,0.06,0.03,25,36,9,4
Sud-Est,7,2019,TGV,PARIS-LYON,BELLEGARDE (AIN),162,203,203,0,0,,85,,13,,,,,,44,,28,,,,,,5,8,0.14,0.36,0.19,0.19,0.1,0.02,30,35,11,3
Sud-Est,8,2019,TGV,PARIS-LYON,BELLEGARDE (AIN),162,166,166,0,0,,44,,8,,,,,,28,,29,,,,,,2,7,0.21,0.05,0.39,0.21,0.14,0,17,41,9,4
,9,2018,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,129,182,180,2,,,30,,15,,,,,,31,,26,,,,,,2,6,0.07,0.13,0.29,0.42,0.07,0.02,23,6,7,3
,10,2018,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,129,177,175,2,,,23,,12,,,,,,19,,30,,,,,,1,5,0.26,0.16,0.16,0.21,0.16,0.05,14,5,5,3
,11,2018,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,129,194,191,3,,,25,,17,,,,,,16,,47,,,,,,2,6,0.4,0.13,0.07,0.27,0.13,0,15,6,11,2
,12,2018,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,129,187,186,1,,,23,,12,,,,,,15,,24,,,,,,1,3,0.21,0,0.36,0.43,0,0,14,3,5,0
,1,2019,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,130,200,200,0,,,15,,14,,,,,,21,,25,,,,,,1,3,0.38,0.14,0.14,0.24,0.05,0.05,17,3,5,0
,2,2019,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,130,180,180,0,,,22,,43,,,,,,17,,86,,,,,"Pointe neige fort trafic dans les Alpes, accident de personne",5,9,0.12,0.53,0.12,0.18,0,0.05,15,9,12,6
,3,2019,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,130,195,195,0,,,17,,12,,,,,,12,,25,,,,,,1,3,0.167,0.25,0.167,0.25,0.083,0.083,7,3,3,1
Sud-Est,4,2019,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,130,185,184,1,,,12,,18,,,,,,11,,25,,,,,,1,2,0.12,0,0.33,0.33,0.22,0,6,2,3,1
Sud-Est,5,2019,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,129,202,202,0,,,47,,1,,,,,,16,,20,,,,,,0,2,0.33,0.27,0.13,0.2,0.07,0,10,26,3,0
